machine_id,machine_type,temperature,vibration,pressure,rpm,humidity,power_draw,operating_hours,maintenance_gap_days,tool_wear,age_days,thermal_stress,mechanical_stress,energy_intensity,maintenance_urgency,anomaly_label,failure_within_7_days
M-02427,cnc,72.66,4.33,19.18,1842.38,42.6,239.58,14.45,34,72.77,366,0.159,4.469,0.13,2.532,0,1
M-02428,robotic_arm,68.98,3.05,27.31,1650.69,36.15,325.61,19.25,26,76.04,163,-0.089,3.555,0.197,2.331,0,0
M-02429,robotic_arm,75.38,3.78,34.16,1319.67,61.31,202.39,23.87,45,44.33,358,0.482,2.852,0.153,3.531,0,0
M-02430,turbine,93.24,5.42,24.53,1534.65,49.35,376.86,8.14,19,63.6,682,1.255,4.447,0.246,1.816,0,1
M-02431,turbine,70.76,3.48,31.58,1349.65,59.41,339.27,12.57,20,51.03,979,0.232,2.863,0.251,2.37,0,0
M-02432,robotic_arm,76.92,4.53,22.14,1368.26,55.45,410.9,21.34,46,36.63,1059,0.5,3.18,0.3,4.003,0,1
M-02433,robotic_arm,93.95,4.18,29.6,1195.75,58.58,232.42,20.76,53,68.88,837,1.383,3.386,0.194,4.063,0,1
M-02434,compressor,68.5,3.4,24.12,1398.5,27.45,378.67,20.34,10,28.51,485,-0.201,2.44,0.271,2.025,0,0
M-02435,robotic_arm,92.15,3.46,30.53,1548.11,41.6,365.83,16.41,37,36.11,1126,1.123,2.839,0.236,3.403,0,1
M-02436,turbine,74.05,4.61,27.99,1438.12,58.83,293.15,23.86,47,43.54,1110,0.391,3.461,0.204,4.237,0,1
M-02437,robotic_arm,91.82,2.83,23.86,1252.11,36.7,280.52,11.16,11,63.39,487,1.058,2.614,0.224,1.515,0,0
M-02438,robotic_arm,81.5,4.83,27.05,1175.86,56.48,234.47,6.33,40,85.96,101,0.74,4.057,0.199,2.064,0,0
M-02439,compressor,77.07,3.54,25.4,1830.13,35.31,217.52,6.65,58,63.42,571,0.307,3.83,0.119,3.195,0,1
M-02440,turbine,73.34,4.38,23.12,1508.53,52.2,256.17,12.71,50,73.98,606,0.289,4.043,0.17,3.268,0,1
M-02441,turbine,67.76,6.14,37.5,1301.67,71.32,223.37,20.1,13,32.8,841,0.201,3.891,0.172,2.427,0,1
M-02442,cnc,74.76,3.96,28.84,1533.12,61.3,408.72,13.06,59,60.8,252,0.451,3.587,0.267,3.353,0,1
M-02443,cnc,82.97,5.49,17.79,1844.05,29.79,207.37,16.23,22,14.87,694,0.547,3.95,0.112,2.432,1,0
M-02444,compressor,73.87,1.69,27.26,1561.68,62.18,314.68,11.16,29,49.01,440,0.415,2.141,0.201,2.196,0,0
M-02445,compressor,70.83,3.54,36.49,948.33,73.87,333.32,18.3,18,70.54,639,0.38,2.713,0.351,2.35,0,0
M-02446,robotic_arm,71.49,4.24,26.43,1927.41,85.56,328.24,7.06,42,22.07,116,0.53,3.526,0.17,2.2,0,1
M-02447,cnc,83.92,6.89,39.99,1117.14,57.7,333.94,14.4,9,90.7,676,0.873,5.201,0.299,1.787,0,1
M-02448,compressor,86.25,1.46,25.86,1412.92,35.63,366.52,7.7,43,44.63,129,0.769,1.712,0.259,2.29,0,0
M-02449,robotic_arm,67.33,4.07,34.02,1245.99,57.22,276.02,13.37,5,68.76,1037,0.039,3.391,0.222,1.866,0,0
M-02450,robotic_arm,67.31,6.24,37.22,1316.8,71.15,310.69,12.61,50,49.64,881,0.177,4.306,0.236,3.491,0,1
M-02451,robotic_arm,77.79,3.1,33.7,1501.19,49.75,285.92,16.09,20,74.56,1111,0.487,3.341,0.19,2.691,0,0
M-02452,robotic_arm,89.28,3.9,22.75,1077.22,64.52,389.66,14.19,32,60.51,816,1.209,2.895,0.362,2.811,0,1
M-02453,robotic_arm,85.46,4.66,25.35,1433.76,41.92,441.49,23.51,15,16.64,1176,0.792,2.947,0.308,2.991,1,1
M-02454,turbine,61.48,4.46,38.02,1656.52,56.47,227.39,22.01,8,92.85,321,-0.261,4.675,0.137,1.908,0,0
M-02455,robotic_arm,71.36,6.39,26.17,1298.22,22.13,172.98,9.88,3,67.71,96,-0.111,4.724,0.133,0.793,0,0
M-02456,compressor,64.69,4.83,36.85,1199.75,40.6,341.99,6.42,58,49.85,1090,-0.259,3.366,0.285,3.614,0,1
M-02457,robotic_arm,71.32,6.06,28.42,1424.93,51.93,374.57,5.3,9,69.28,822,0.186,4.754,0.263,1.363,0,1
M-02458,cnc,90.04,3.7,31.85,1389.1,47.64,432.2,7.96,5,29.79,853,1.079,2.613,0.311,1.388,1,0
M-02459,cnc,59.77,3.16,22.68,1342.86,36.39,352.96,8.44,31,78.05,412,-0.547,3.219,0.263,2.09,0,0
M-02460,compressor,57.81,3.88,27.35,1236.1,46.0,395.73,21.77,57,44.07,463,-0.549,2.783,0.32,3.972,0,0
M-02461,turbine,65.71,2.58,25.75,1543.45,55.96,412.9,22.5,6,81.48,843,-0.055,3.252,0.268,2.292,0,0
M-02462,robotic_arm,76.87,4.88,32.35,1557.15,50.97,400.21,8.61,16,31.04,542,0.453,3.528,0.257,1.608,0,0
M-02463,cnc,80.21,3.66,31.56,1258.18,52.73,362.28,19.17,34,80.08,174,0.638,3.412,0.288,2.655,0,1
M-02464,robotic_arm,78.37,3.26,33.78,1283.09,60.78,221.66,20.72,30,91.14,414,0.627,3.448,0.173,2.788,0,0
M-02465,cnc,85.76,4.9,28.06,1474.57,47.88,304.46,11.55,10,98.18,516,0.867,4.764,0.206,1.523,0,1
M-02466,robotic_arm,56.37,2.6,25.42,1276.31,68.31,324.5,21.43,57,78.79,1011,-0.398,2.828,0.254,4.408,0,0
M-02467,turbine,85.88,5.28,32.1,1482.16,40.13,298.51,23.77,22,71.88,471,0.795,4.458,0.201,2.699,0,1
M-02468,robotic_arm,70.88,3.53,24.82,1714.25,75.14,302.52,23.36,41,54.39,638,0.395,3.478,0.176,3.573,0,1
M-02469,robotic_arm,81.31,5.82,37.47,1439.23,65.36,406.87,18.84,28,15.04,753,0.819,3.559,0.283,2.878,0,1
M-02470,compressor,60.77,3.65,30.31,1231.55,47.73,255.81,11.43,35,58.19,240,-0.384,2.931,0.208,2.286,0,0
M-02471,compressor,74.05,5.08,29.04,1520.58,48.53,356.94,8.54,54,58.51,736,0.288,4.139,0.235,3.286,0,1
M-02472,turbine,76.36,4.45,33.77,1418.02,54.48,325.57,23.86,20,11.15,313,0.463,2.697,0.23,2.492,0,0
M-02473,robotic_arm,85.56,5.24,30.54,1422.97,59.18,249.26,9.52,49,70.61,1064,0.97,4.328,0.175,3.418,0,1
M-02474,compressor,58.15,4.35,21.05,1535.56,65.13,235.02,12.77,18,19.15,419,-0.341,2.971,0.153,1.835,0,0
M-02475,compressor,74.31,1.87,24.63,1574.39,35.91,194.41,9.28,20,61.68,427,0.175,2.512,0.123,1.713,0,0
M-02476,cnc,63.15,5.61,37.35,1456.39,57.25,336.56,13.92,3,49.9,537,-0.17,4.165,0.231,1.403,0,0
M-02477,cnc,79.05,4.08,31.5,1439.08,26.6,300.89,6.21,22,88.13,490,0.319,4.061,0.209,1.661,0,0
M-02478,cnc,81.77,5.31,20.91,1821.44,49.87,251.32,20.18,36,27.06,747,0.687,4.061,0.138,3.273,0,1
M-02479,compressor,86.87,5.17,33.11,1666.1,69.45,183.05,14.1,39,21.26,892,1.138,3.647,0.11,3.149,0,0
M-02480,turbine,68.65,3.12,27.64,1600.04,34.99,333.13,12.39,26,57.36,1160,-0.118,3.148,0.208,2.75,0,0
M-02481,compressor,83.27,2.92,25.75,1473.62,32.81,293.71,11.26,22,48.72,1075,0.592,2.685,0.199,2.452,0,0
M-02482,cnc,87.61,5.12,24.13,1268.97,54.65,258.61,15.6,15,20.32,380,1.027,3.034,0.204,1.852,0,0
M-02483,cnc,57.57,3.78,37.0,1652.93,68.65,242.34,19.6,54,63.3,760,-0.335,3.704,0.147,3.969,0,0
M-02484,compressor,80.12,5.51,19.21,1475.97,55.9,289.49,22.05,24,91.05,454,0.665,4.961,0.196,2.661,0,1
M-02485,turbine,83.59,3.95,25.97,1346.11,29.14,335.55,20.83,19,75.32,984,0.571,3.602,0.249,2.83,0,1
M-02486,compressor,71.41,5.63,31.72,1406.23,31.8,283.55,12.91,56,24.91,116,-0.011,3.605,0.202,3.111,0,0
M-02487,turbine,61.89,4.79,40.47,1276.09,53.17,227.75,20.68,38,27.65,1194,-0.274,3.012,0.178,3.756,0,0
M-02488,turbine,83.43,4.6,34.32,1640.32,37.85,301.22,14.57,51,57.97,503,0.65,4.034,0.184,3.334,0,1
M-02489,cnc,62.0,3.68,25.92,1572.95,53.64,372.96,16.76,24,69.36,916,-0.263,3.656,0.237,2.729,0,0
M-02490,robotic_arm,72.22,4.53,40.18,1482.69,54.35,307.62,17.49,26,98.0,839,0.254,4.567,0.207,2.789,0,1
M-02491,turbine,73.6,5.87,22.87,1442.3,46.12,309.45,11.99,44,14.96,497,0.241,3.588,0.215,2.894,0,1
M-02492,compressor,81.16,4.12,32.59,1327.48,73.78,283.83,13.72,58,56.9,1158,0.896,3.303,0.214,4.108,0,1
M-02493,cnc,67.73,4.94,33.93,1066.59,59.09,247.17,17.85,47,98.8,386,0.078,4.219,0.232,3.273,0,1
M-02494,turbine,67.15,4.26,25.71,1195.67,66.54,245.01,10.16,28,15.54,911,0.123,2.365,0.205,2.489,0,0
M-02495,turbine,74.99,4.37,35.19,1316.32,63.05,196.98,18.94,36,97.39,1120,0.48,4.234,0.15,3.51,0,1
M-02496,compressor,84.06,6.61,27.92,1289.27,50.2,381.78,11.08,22,48.91,220,0.805,4.457,0.296,1.728,0,1
M-02497,robotic_arm,96.87,5.88,35.17,1502.08,49.67,335.06,15.71,28,73.15,1107,1.44,4.844,0.223,2.985,1,1
M-02498,cnc,58.93,4.31,19.96,1596.07,48.43,310.36,20.75,24,45.4,1077,-0.469,3.559,0.194,3.103,0,1
M-02499,turbine,77.15,4.5,33.01,1426.88,60.17,324.21,4.46,7,84.9,511,0.559,4.212,0.227,0.974,0,0
M-02500,compressor,63.13,3.22,28.53,1703.61,44.2,327.07,8.81,52,91.31,1020,-0.301,4.029,0.192,3.458,0,1
M-02501,cnc,84.19,3.96,37.9,1309.08,72.7,257.25,15.22,9,20.83,97,1.036,2.464,0.197,1.354,0,0
M-02502,robotic_arm,64.61,4.63,30.74,1425.6,43.05,283.86,6.12,17,75.99,299,-0.239,4.105,0.199,1.296,0,0
M-02503,turbine,67.25,5.39,38.5,1440.82,54.57,274.18,8.11,16,6.97,925,0.008,3.163,0.19,1.898,0,0
M-02504,turbine,68.11,5.25,34.05,1646.59,49.25,468.24,18.98,14,31.3,1127,-0.002,3.865,0.284,2.638,1,1
M-02505,cnc,73.24,2.65,30.23,1469.06,46.59,371.31,4.52,30,57.47,229,0.228,2.704,0.253,1.662,0,0
M-02506,cnc,77.23,5.57,35.73,1474.04,78.07,315.91,16.2,57,62.3,882,0.742,4.414,0.214,3.987,0,1
M-02507,turbine,78.84,4.08,35.76,1152.13,46.73,393.79,4.68,21,39.7,204,0.509,2.682,0.342,1.291,0,0
M-02508,turbine,73.94,2.82,33.83,1288.02,48.34,385.58,6.32,44,30.69,958,0.281,2.004,0.299,2.937,0,0
M-02509,compressor,60.7,6.07,17.25,1647.27,44.03,215.27,11.81,44,21.31,1084,-0.425,4.118,0.131,3.372,1,0
M-02510,robotic_arm,81.28,6.25,25.1,1076.44,52.49,290.51,23.3,46,27.77,599,0.689,3.53,0.27,3.737,0,0
M-02511,compressor,73.47,4.57,39.3,1691.74,50.78,303.94,14.92,38,17.37,201,0.281,3.277,0.18,2.583,0,0
M-02512,compressor,85.62,5.19,23.46,1539.94,38.57,344.75,10.24,44,29.81,312,0.767,3.652,0.224,2.635,0,1
M-02513,cnc,66.92,5.27,36.29,1315.45,46.91,290.44,12.23,46,83.02,652,-0.085,4.441,0.221,3.117,0,0
M-02514,cnc,57.98,6.15,35.24,1300.23,59.32,298.6,15.38,41,32.31,977,-0.408,3.889,0.23,3.377,0,1
M-02515,cnc,73.66,5.22,26.65,1791.27,64.32,275.01,16.39,34,91.23,666,0.426,5.254,0.154,2.898,0,1
M-02516,turbine,86.96,2.34,19.03,1704.05,52.29,373.18,9.36,7,28.3,619,0.971,2.288,0.219,1.357,0,0
M-02517,cnc,75.61,7.01,27.59,1428.5,52.71,211.18,7.95,31,51.74,756,0.408,4.933,0.148,2.347,1,1
M-02518,cnc,72.0,5.69,43.47,1474.23,47.67,277.22,13.91,45,20.92,1163,0.177,3.655,0.188,3.604,0,1
M-02519,compressor,65.3,3.49,25.82,1333.69,45.97,185.16,16.9,21,6.62,966,-0.175,1.955,0.139,2.659,0,0
M-02520,cnc,91.58,2.76,26.23,1474.26,40.97,238.07,20.33,16,64.43,260,1.089,2.912,0.161,2.077,0,0
M-02521,cnc,63.7,4.91,25.01,1328.7,33.32,325.62,15.86,36,37.09,308,-0.382,3.339,0.245,2.648,0,0
M-02522,robotic_arm,66.75,3.81,38.29,1435.86,43.57,326.85,17.85,9,37.78,484,-0.127,2.903,0.228,1.834,0,0
M-02523,compressor,79.7,4.66,29.54,1775.86,62.85,284.64,13.68,43,43.74,390,0.714,3.976,0.16,2.866,0,1
M-02524,robotic_arm,55.44,5.24,27.24,1432.79,46.91,378.06,15.33,59,78.89,906,-0.659,4.507,0.264,4.035,0,1
M-02525,turbine,86.75,3.41,39.48,1261.36,47.85,393.01,16.71,30,42.98,1191,0.916,2.535,0.312,3.195,0,1
M-02526,cnc,80.24,2.64,34.48,1204.05,47.61,300.5,8.73,3,13.21,725,0.588,1.435,0.25,1.248,0,0
M-02527,turbine,82.99,4.74,25.48,1472.88,66.94,321.28,22.68,17,31.48,1078,0.919,3.341,0.218,2.939,0,1
M-02528,turbine,79.58,3.45,23.66,1313.04,40.86,275.58,10.91,3,59.73,570,0.488,2.97,0.21,1.249,0,0
M-02529,turbine,72.39,4.4,37.95,1494.39,55.32,345.75,16.09,28,99.38,853,0.273,4.545,0.231,2.796,0,1
M-02530,robotic_arm,63.37,2.32,31.1,1158.49,51.18,227.39,15.22,19,18.6,868,-0.22,1.303,0.196,2.396,0,0
M-02531,robotic_arm,72.6,3.85,21.71,1574.25,52.82,421.73,21.07,46,35.73,416,0.258,3.079,0.268,3.451,0,1
M-02532,robotic_arm,64.25,5.2,20.3,1259.17,54.93,379.1,6.27,50,51.13,904,-0.138,3.682,0.301,3.13,0,1
M-02533,robotic_arm,78.86,5.05,24.3,1458.33,52.69,227.07,21.68,27,94.74,684,0.57,4.755,0.156,2.951,0,1
M-02534,cnc,82.07,3.1,23.56,1389.11,61.52,253.71,6.74,58,15.3,730,0.819,1.993,0.183,3.333,0,0
M-02535,turbine,88.77,2.56,18.72,1759.31,51.65,332.38,6.89,28,80.41,369,1.055,3.532,0.189,1.841,0,0
M-02536,robotic_arm,77.72,4.22,24.4,1480.87,72.93,283.01,21.25,8,73.68,444,0.715,3.911,0.191,1.965,0,0
M-02537,turbine,83.25,4.99,25.49,1800.18,52.53,340.4,9.14,54,34.11,1042,0.788,3.996,0.189,3.577,0,1
M-02538,compressor,71.03,4.77,28.22,1550.93,31.56,281.64,16.24,24,78.51,776,-0.033,4.408,0.182,2.581,0,0
M-02539,cnc,69.22,3.48,41.16,1706.57,59.66,404.11,13.27,53,59.61,234,0.157,3.546,0.237,3.111,0,1
M-02540,compressor,78.74,4.62,29.4,1412.42,56.71,305.54,22.69,44,21.28,695,0.604,2.983,0.216,3.7,0,1
M-02541,compressor,70.14,6.3,29.99,1512.19,52.39,462.34,19.64,56,32.15,776,0.131,4.27,0.306,4.065,1,1
M-02542,compressor,76.69,4.49,34.06,1669.36,48.89,344.17,10.7,39,36.19,975,0.423,3.577,0.206,3.014,0,1
M-02543,compressor,63.39,1.91,29.58,1612.89,26.62,217.29,20.27,36,35.69,1036,-0.464,2.07,0.135,3.519,0,0
M-02544,cnc,65.18,4.48,33.4,1545.58,28.64,440.62,8.52,15,75.9,815,-0.354,4.193,0.285,1.79,1,0
M-02545,compressor,80.35,7.06,32.68,1390.97,71.77,376.41,16.31,18,67.73,103,0.835,5.226,0.271,1.785,1,1
M-02546,compressor,82.87,2.4,31.74,1421.42,44.97,329.71,19.03,21,82.89,641,0.693,3.007,0.232,2.516,0,0
M-02547,turbine,64.14,4.24,47.6,1654.78,63.59,347.03,18.06,19,53.53,319,-0.057,3.767,0.21,2.11,0,0
M-02548,cnc,80.71,3.88,36.47,1692.26,32.76,227.71,17.13,36,38.3,110,0.463,3.319,0.135,2.56,0,0
M-02549,compressor,68.67,4.33,24.51,1343.28,39.44,187.72,20.6,52,11.44,1115,-0.072,2.532,0.14,4.245,0,0
M-02550,cnc,74.17,4.47,33.22,1316.12,60.14,302.29,15.12,4,80.47,275,0.41,3.949,0.23,1.297,0,0
M-02551,compressor,88.17,5.8,26.25,1287.26,50.77,394.62,22.57,37,12.1,362,1.016,3.269,0.307,3.136,0,1
M-02552,compressor,82.07,4.32,33.68,1599.35,58.45,330.72,6.9,45,33.64,463,0.788,3.333,0.207,2.6,0,0
M-02553,robotic_arm,81.96,5.99,22.75,1282.69,51.84,416.1,11.11,27,68.54,606,0.716,4.497,0.324,2.252,0,1
M-02554,turbine,93.09,4.04,24.35,1597.17,49.51,390.88,19.66,17,77.6,757,1.249,4.053,0.245,2.49,0,1
M-02555,cnc,66.96,3.71,33.06,1548.22,43.84,306.34,10.16,27,11.51,434,-0.114,2.482,0.198,2.051,0,0
M-02556,robotic_arm,64.14,3.26,36.99,1351.88,37.67,381.94,12.86,50,62.72,969,-0.316,2.98,0.283,3.579,0,0
M-02557,cnc,66.78,1.66,34.02,1731.49,68.83,403.97,19.46,55,18.03,265,0.127,1.745,0.233,3.588,0,0
M-02558,cnc,71.45,4.59,36.12,1186.79,70.81,299.79,14.77,41,76.94,1155,0.381,3.757,0.253,3.489,0,1
M-02559,compressor,50.45,7.08,33.24,1748.72,39.54,291.1,7.75,30,74.34,1040,-0.982,5.876,0.166,2.532,1,1
M-02560,cnc,71.93,4.84,32.03,1507.4,38.75,314.13,7.5,39,76.07,755,0.084,4.338,0.208,2.639,0,1
M-02561,robotic_arm,68.55,5.16,27.98,1076.78,47.83,148.23,10.02,41,11.06,144,0.006,2.598,0.138,2.361,0,0
M-02562,robotic_arm,81.84,3.62,35.88,1736.54,56.09,323.23,10.06,46,58.15,899,0.753,3.636,0.186,3.193,0,0
M-02563,robotic_arm,77.52,3.86,37.15,1625.0,49.82,351.83,6.73,10,27.88,871,0.474,3.001,0.217,1.53,0,0
M-02564,compressor,67.99,5.58,30.62,1372.92,57.99,314.39,20.69,6,52.1,779,0.08,4.072,0.229,2.131,0,0
M-02565,robotic_arm,79.9,7.01,30.3,1276.35,51.41,327.4,9.65,22,98.99,401,0.609,5.66,0.257,1.793,1,1
M-02566,compressor,81.23,6.28,40.55,1167.57,50.62,302.17,20.04,17,13.59,567,0.668,3.396,0.259,2.355,0,1
M-02567,cnc,66.31,5.33,30.88,1884.78,80.96,175.19,23.47,37,61.43,550,0.225,4.851,0.093,3.346,0,1
M-02568,cnc,69.07,4.25,31.45,1283.79,45.7,413.07,10.64,32,20.67,766,0.01,2.585,0.322,2.557,0,0
M-02569,robotic_arm,51.75,4.49,33.91,1222.55,71.68,281.09,23.4,55,53.45,457,-0.596,3.287,0.23,3.985,0,0
M-02570,turbine,63.09,3.15,30.41,1498.23,69.36,264.84,7.82,47,54.49,534,-0.052,2.96,0.177,2.794,0,0
M-02571,cnc,66.58,2.17,26.08,1155.18,58.05,393.27,16.95,10,48.34,1097,0.009,1.812,0.34,2.331,0,0
M-02572,robotic_arm,74.74,2.62,33.27,1273.32,28.89,368.62,23.82,51,65.76,593,0.126,2.577,0.289,3.964,0,0
M-02573,turbine,64.55,4.27,30.77,1629.09,52.37,322.75,20.17,46,97.55,749,-0.149,4.627,0.198,3.674,0,1
M-02574,turbine,68.87,3.79,42.05,1533.56,45.82,355.01,8.59,24,81.5,1101,0.002,3.906,0.231,2.393,0,0
M-02575,compressor,61.75,2.14,35.73,1380.45,52.24,229.93,9.15,5,96.06,1138,-0.29,3.072,0.167,1.697,0,0
M-02576,robotic_arm,75.71,4.15,27.43,1453.3,39.24,299.74,9.25,48,23.0,715,0.278,2.817,0.206,3.071,0,0
M-02577,robotic_arm,78.26,3.75,35.37,1370.36,61.08,389.16,22.86,13,99.36,384,0.624,4.01,0.284,2.212,0,1
M-02578,turbine,78.02,2.56,32.85,1438.84,63.82,260.99,8.91,14,33.99,201,0.639,2.142,0.181,1.262,0,0
M-02579,cnc,74.12,3.68,38.86,1312.87,66.04,240.11,14.19,29,8.25,1044,0.467,2.065,0.183,2.882,0,0
M-02580,turbine,58.59,3.75,27.85,1345.56,47.41,310.11,11.0,6,46.44,671,-0.496,2.914,0.23,1.459,0,0
M-02581,cnc,67.8,3.34,32.13,1340.08,39.29,311.63,11.23,25,28.39,718,-0.117,2.317,0.233,2.272,0,0
M-02582,turbine,69.93,5.5,30.41,1319.35,56.22,347.09,12.16,16,77.4,1148,0.159,4.456,0.263,2.327,0,1
M-02583,cnc,69.97,1.54,31.35,1637.9,73.07,215.42,10.9,5,13.26,502,0.329,1.45,0.132,1.272,0,0
M-02584,cnc,74.75,1.42,25.69,1588.62,52.83,139.29,16.0,54,57.06,201,0.366,2.192,0.088,3.287,0,0
M-02585,cnc,88.26,4.2,34.46,1282.17,57.43,364.88,12.51,17,32.49,837,1.087,2.794,0.285,2.128,0,0
M-02586,compressor,82.12,4.33,33.51,1235.01,49.18,234.61,12.82,33,24.64,1168,0.698,2.641,0.19,3.063,0,0
M-02587,compressor,64.12,4.77,38.71,1421.69,45.96,265.35,14.12,49,88.19,278,-0.234,4.416,0.187,3.039,0,1
M-02588,cnc,80.78,3.45,30.94,1837.95,59.9,163.09,11.12,29,53.97,1186,0.738,3.6,0.089,2.816,0,0
M-02589,compressor,80.4,2.91,28.53,1265.01,50.73,371.49,19.09,18,35.92,690,0.627,2.129,0.294,2.44,0,0
M-02590,compressor,65.94,4.19,35.74,1420.98,56.84,327.77,14.07,45,75.88,712,-0.035,3.852,0.231,3.238,0,0
M-02591,turbine,82.49,3.58,26.23,1465.97,58.09,325.16,14.18,42,86.05,1155,0.805,3.785,0.222,3.494,0,1
M-02592,turbine,72.4,6.37,37.51,1430.44,56.17,324.72,8.2,2,47.0,459,0.282,4.488,0.227,0.954,0,0
M-02593,robotic_arm,59.9,3.75,37.5,1367.52,58.69,171.09,4.62,49,22.3,917,-0.318,2.46,0.125,3.001,0,0
M-02594,cnc,78.55,4.13,38.54,1657.91,41.76,240.96,20.19,8,99.46,99,0.445,4.627,0.145,1.614,0,0
M-02595,cnc,76.17,7.67,33.26,1531.8,41.03,275.64,21.11,44,39.1,835,0.319,5.186,0.18,3.722,1,1
M-02596,turbine,71.72,3.93,28.08,1602.24,51.49,256.33,8.82,7,24.52,107,0.201,2.939,0.16,0.899,0,0
M-02597,cnc,73.63,4.98,31.66,1556.09,51.78,287.35,11.2,5,14.81,94,0.299,3.258,0.185,0.95,0,0
M-02598,compressor,66.81,5.1,33.28,1610.91,45.73,321.0,11.16,9,16.77,520,-0.102,3.444,0.199,1.463,0,0
M-02599,turbine,80.1,5.22,27.64,1735.19,54.89,370.42,17.68,44,94.59,503,0.654,5.244,0.213,3.24,0,1
M-02600,turbine,73.57,4.61,39.0,1689.59,62.9,208.79,7.74,28,94.93,959,0.407,4.845,0.124,2.384,0,1
M-02601,compressor,75.66,4.47,34.48,1868.46,66.25,304.43,23.57,36,53.25,1079,0.546,4.194,0.163,3.754,0,1
M-02602,robotic_arm,77.57,4.34,25.65,1669.12,68.95,351.25,5.24,18,70.75,1136,0.668,4.187,0.21,1.981,0,0
M-02603,compressor,62.45,3.39,42.3,1329.5,36.22,244.93,23.48,8,84.1,781,-0.415,3.448,0.184,2.379,0,0
M-02604,turbine,65.06,4.66,31.58,1602.52,38.04,292.47,5.38,47,57.96,261,-0.267,4.009,0.183,2.42,0,0
M-02605,cnc,51.9,7.04,24.44,1577.88,48.52,335.33,10.35,50,68.36,834,-0.82,5.493,0.213,3.316,1,1
M-02606,cnc,79.65,5.89,26.02,1795.65,52.96,305.73,9.01,50,96.86,631,0.612,5.745,0.17,3.067,0,1
M-02607,robotic_arm,61.88,4.63,39.93,1275.91,49.14,348.82,9.19,5,21.39,677,-0.315,2.795,0.273,1.316,0,0
M-02608,cnc,75.33,5.4,41.95,1550.43,45.37,311.16,23.89,55,18.18,646,0.32,3.548,0.201,4.172,0,1
M-02609,robotic_arm,77.71,2.98,37.06,1327.41,48.35,284.73,13.17,33,76.54,1070,0.469,3.068,0.215,3.002,0,0
M-02610,compressor,80.02,3.84,38.92,1542.26,57.8,228.77,6.39,13,71.82,512,0.679,3.749,0.148,1.33,0,0
M-02611,turbine,61.96,5.53,38.3,1411.35,36.04,321.07,23.65,13,22.67,1160,-0.442,3.509,0.227,2.905,0,0
M-02612,turbine,73.35,6.28,34.34,1536.3,80.12,311.5,8.85,31,33.73,689,0.569,4.324,0.203,2.345,0,1
M-02613,compressor,90.7,3.12,32.97,1196.14,52.25,240.47,5.45,37,70.1,853,1.158,2.827,0.201,2.518,0,1
M-02614,turbine,91.14,3.52,34.24,1592.78,64.61,342.83,4.48,4,51.96,1116,1.303,3.252,0.215,1.359,0,0
M-02615,cnc,83.87,7.25,35.42,1487.09,45.04,387.42,13.26,30,89.88,994,0.744,5.912,0.261,2.824,1,1
M-02616,compressor,77.37,4.33,26.55,1477.39,58.89,262.09,22.37,15,84.53,576,0.558,4.185,0.177,2.422,0,1
M-02617,cnc,63.95,6.75,35.39,1801.04,53.2,257.7,4.34,55,51.28,316,-0.171,5.312,0.143,2.724,0,1
M-02618,turbine,81.19,4.49,39.75,1381.15,62.28,255.33,18.5,37,68.35,242,0.782,3.809,0.185,2.792,0,1
M-02619,turbine,72.42,4.54,29.76,1511.61,49.62,195.89,9.21,23,66.13,493,0.217,3.982,0.13,1.883,0,0
M-02620,turbine,79.61,3.77,29.12,1468.05,70.62,435.29,8.38,26,13.75,828,0.786,2.447,0.297,2.233,1,0
M-02621,turbine,67.67,5.52,33.86,1485.65,34.1,275.82,18.08,50,45.43,976,-0.175,4.067,0.186,3.898,0,1
M-02622,turbine,72.27,6.1,27.1,1849.92,63.39,249.2,18.96,42,46.79,124,0.347,4.934,0.135,2.921,0,1
M-02623,cnc,75.64,2.75,23.1,1461.49,53.42,231.76,15.18,24,90.25,602,0.416,3.406,0.159,2.372,0,0
M-02624,turbine,76.46,3.71,37.89,1347.89,39.78,279.78,8.05,50,89.1,1133,0.321,3.746,0.208,3.427,0,1
M-02625,robotic_arm,78.94,5.48,28.29,1786.76,75.42,259.81,4.13,38,10.48,1002,0.801,3.777,0.145,2.603,0,1
M-02626,compressor,68.21,4.02,31.11,1394.62,74.18,398.47,18.75,5,85.29,1133,0.252,3.908,0.286,2.269,0,1
M-02627,robotic_arm,60.57,3.51,27.34,1161.07,27.11,223.83,15.99,38,63.11,1152,-0.601,2.851,0.193,3.44,0,0
M-02628,compressor,90.25,5.61,38.66,1316.65,54.12,205.0,12.45,56,6.54,192,1.154,3.099,0.156,3.147,0,0
M-02629,cnc,98.89,5.74,36.12,1225.61,60.47,340.87,8.27,52,41.26,845,1.649,3.736,0.278,3.28,1,1
M-02630,cnc,78.47,3.57,29.56,1126.01,57.3,298.03,19.24,4,89.37,701,0.597,3.36,0.265,1.898,0,0
M-02631,cnc,60.76,4.5,23.92,1384.66,70.19,290.51,5.42,53,39.03,619,-0.16,3.232,0.21,2.961,0,0
M-02632,compressor,66.27,2.51,28.92,1437.36,67.69,341.38,16.85,58,69.26,975,0.09,2.818,0.238,4.144,0,0
